Return.Year,Conservation.Unit,Sub.Population,Tributary.Deme,WSP.2014.Data.Use.Categories,Total.Return,Total.Spawners,Natural.Returns
2013,North_Thompson,Upper North Thompson,Cedar Cr,green,9.888888889,9.888888889,9.888888889
2014,North_Thompson,Upper North Thompson,Cedar Cr,green,11.01775847,11.01775847,11.01775847
2015,North_Thompson,Upper North Thompson,Cedar Cr,green,0,0,0
2016,North_Thompson,Upper North Thompson,Cedar Cr,green,36,36,36
2017,North_Thompson,Upper North Thompson,Cedar Cr,green,31.08419055,31.08419055,31.08419055
2018,North_Thompson,Upper North Thompson,Cedar Cr,green,17.48148148,17.48148148,17.48148148
2019,North_Thompson,Upper North Thompson,Cedar Cr,green,7.333333333,7.333333333,7.333333333
2020,North_Thompson,Upper North Thompson,Cedar Cr,green,42.74074074,42.74074074,42.74074074
1998,North_Thompson,Upper North Thompson,Cook Cr,green,231,231,231
1999,North_Thompson,Upper North Thompson,Cook Cr,green,248,248,248
2000,North_Thompson,Upper North Thompson,Cook Cr,green,188,188,188
2001,North_Thompson,Upper North Thompson,Cook Cr,green,133,133,133
2002,North_Thompson,Upper North Thompson,Cook Cr,green,109,109,109
2003,North_Thompson,Upper North Thompson,Cook Cr,green,77,77,77
2004,North_Thompson,Upper North Thompson,Cook Cr,green,288,288,288
2005,North_Thompson,Upper North Thompson,Cook Cr,green,206,206,206
2006,North_Thompson,Upper North Thompson,Cook Cr,green,0,0,0
2007,North_Thompson,Upper North Thompson,Cook Cr,green,1055.271318,1055.271318,1055.271318
2008,North_Thompson,Upper North Thompson,Cook Cr,green,406,406,406
2009,North_Thompson,Upper North Thompson,Cook Cr,green,69,69,69
2010,North_Thompson,Upper North Thompson,Cook Cr,green,73,73,73
2011,North_Thompson,Upper North Thompson,Cook Cr,green,290,290,290
2012,North_Thompson,Upper North Thompson,Cook Cr,green,852.0714557,852.0714557,852.0714557
2013,North_Thompson,Upper North Thompson,Cook Cr,green,193.8888889,193.8888889,193.8888889
2014,North_Thompson,Upper North Thompson,Cook Cr,green,177.6457399,177.6457399,177.6457399
2015,North_Thompson,Upper North Thompson,Cook Cr,green,14.22222222,14.22222222,14.22222222
2016,North_Thompson,Upper North Thompson,Cook Cr,green,804.8888889,804.8888889,804.8888889
2017,North_Thompson,Upper North Thompson,Cook Cr,green,201.037037,201.037037,201.037037
2018,North_Thompson,Upper North Thompson,Cook Cr,green,0,0,0
2019,North_Thompson,Upper North Thompson,Cook Cr,green,56.88888889,56.88888889,56.88888889
2020,North_Thompson,Upper North Thompson,Cook Cr,green,389,389,389
1998,North_Thompson,Upper North Thompson,N Thompson R (upr),yellow,247.5602709,247.5602709,247.5602709
1999,North_Thompson,Upper North Thompson,N Thompson R (upr),yellow,266.4347388,266.4347388,266.4347388
2000,North_Thompson,Upper North Thompson,N Thompson R (upr),yellow,201.5777974,201.5777974,201.5777974
2001,North_Thompson,Upper North Thompson,N Thompson R (upr),yellow,673.3522256,673.3522256,673.3522256
2002,North_Thompson,Upper North Thompson,N Thompson R (upr),yellow,213,213,213
2003,North_Thompson,Upper North Thompson,N Thompson R (upr),yellow,182,182,182
2004,North_Thompson,Upper North Thompson,N Thompson R (upr),yellow,312,312,312
2005,North_Thompson,Upper North Thompson,N Thompson R (upr),yellow,48,48,48
2006,North_Thompson,Upper North Thompson,N Thompson R (upr),yellow,56,56,56
2007,North_Thompson,Upper North Thompson,N Thompson R (upr),yellow,115,115,115
2008,North_Thompson,Upper North Thompson,N Thompson R (upr),yellow,204,204,204
2009,North_Thompson,Upper North Thompson,N Thompson R (upr),yellow,741,741,741
2010,North_Thompson,Upper North Thompson,N Thompson R (upr),yellow,1043,1043,1043
2011,North_Thompson,Upper North Thompson,N Thompson R (upr),yellow,336,336,336
2012,North_Thompson,Upper North Thompson,N Thompson R (upr),yellow,36,36,36
2013,North_Thompson,Upper North Thompson,N Thompson R (upr),yellow,303,303,303
2014,North_Thompson,Upper North Thompson,N Thompson R (upr),yellow,69,69,69
2015,North_Thompson,Upper North Thompson,N Thompson R (upr),yellow,111,111,111
2016,North_Thompson,Upper North Thompson,N Thompson R (upr),yellow,1119,1119,1119
2017,North_Thompson,Upper North Thompson,N Thompson R (upr),yellow,24,24,24
2018,North_Thompson,Upper North Thompson,N Thompson R (upr),yellow,345,345,345
2019,North_Thompson,Upper North Thompson,N Thompson R (upr),yellow,1068,1068,1068
2020,North_Thompson,Upper North Thompson,N Thompson R (upr),yellow,1134,1134,1134
1998,South_Thompson,Adams Drainage,Adams R (upr),green,345,345,345
1999,South_Thompson,Adams Drainage,Adams R (upr),green,100,100,100
2000,South_Thompson,Adams Drainage,Adams R (upr),green,128,128,128
2001,South_Thompson,Adams Drainage,Adams R (upr),green,1612,1612,1612
2002,South_Thompson,Adams Drainage,Adams R (upr),green,510,510,510
2003,South_Thompson,Adams Drainage,Adams R (upr),green,357,357,357
2004,South_Thompson,Adams Drainage,Adams R (upr),green,2281,2281,2281
2005,South_Thompson,Adams Drainage,Adams R (upr),green,3,3,3
2006,South_Thompson,Adams Drainage,Adams R (upr),green,348.8,348.8,348.8
2007,South_Thompson,Adams Drainage,Adams R (upr),green,2523,2523,2523
2008,South_Thompson,Adams Drainage,Adams R (upr),green,132,132,132
2009,South_Thompson,Adams Drainage,Adams R (upr),green,591,591,591
2010,South_Thompson,Adams Drainage,Adams R (upr),green,1863,1863,1863
2011,South_Thompson,Adams Drainage,Adams R (upr),green,606,606,606
2012,South_Thompson,Adams Drainage,Adams R (upr),green,1371,1371,1371
2013,South_Thompson,Adams Drainage,Adams R (upr),green,2130,2130,2130
2014,South_Thompson,Adams Drainage,Adams R (upr),green,252,252,252
2015,South_Thompson,Adams Drainage,Adams R (upr),green,96,96,96
2016,South_Thompson,Adams Drainage,Adams R (upr),green,2589,2589,2589
2017,South_Thompson,Adams Drainage,Adams R (upr),green,336,336,336
2018,South_Thompson,Adams Drainage,Adams R (upr),green,966,966,966
2019,South_Thompson,Adams Drainage,Adams R (upr),green,915,915,915
2020,South_Thompson,Adams Drainage,Adams R (upr),green,930,930,930
1998,South_Thompson,Adams Drainage,Cayenne Cr,green,7,7,7
1999,South_Thompson,Adams Drainage,Cayenne Cr,green,5,5,5
2000,South_Thompson,Adams Drainage,Cayenne Cr,green,3,3,3
2001,South_Thompson,Adams Drainage,Cayenne Cr,green,0.01,0.01,0.01
2002,South_Thompson,Adams Drainage,Cayenne Cr,green,16,16,16
2003,South_Thompson,Adams Drainage,Cayenne Cr,green,5,5,5
2004,South_Thompson,Adams Drainage,Cayenne Cr,green,0.01,0.01,0.01
2005,South_Thompson,Adams Drainage,Cayenne Cr,green,0.01,0.01,0.01
2006,South_Thompson,Adams Drainage,Cayenne Cr,green,8,8,8
2007,South_Thompson,Adams Drainage,Cayenne Cr,green,34,34,34
2008,South_Thompson,Adams Drainage,Cayenne Cr,green,19,19,19
2009,South_Thompson,Adams Drainage,Cayenne Cr,green,16,16,16
2010,South_Thompson,Adams Drainage,Cayenne Cr,green,12,12,12
2011,South_Thompson,Adams Drainage,Cayenne Cr,green,7,7,7
2012,South_Thompson,Adams Drainage,Cayenne Cr,green,27,27,27
2013,South_Thompson,Adams Drainage,Cayenne Cr,green,8.666666667,8.666666667,8.666666667
2014,South_Thompson,Adams Drainage,Cayenne Cr,green,5.759261223,5.759261223,5.759261223
2015,South_Thompson,Adams Drainage,Cayenne Cr,green,7.775770814,7.775770814,7.775770814
2016,South_Thompson,Adams Drainage,Cayenne Cr,green,2.865690532,2.865690532,2.865690532
2017,South_Thompson,Adams Drainage,Cayenne Cr,green,28.14814815,28.14814815,28.14814815
2018,South_Thompson,Adams Drainage,Cayenne Cr,green,5.546353097,5.546353097,5.546353097
2019,South_Thompson,Adams Drainage,Cayenne Cr,green,5.265476448,5.265476448,5.265476448
2020,South_Thompson,Adams Drainage,Cayenne Cr,green,8.061479529,8.061479529,8.061479529
1998,South_Thompson,Adams Drainage,Harbour Cr,yellow,83.87737765,83.87737765,83.87737765
1999,South_Thompson,Adams Drainage,Harbour Cr,yellow,67.67839213,67.67839213,67.67839213
2000,South_Thompson,Adams Drainage,Harbour Cr,yellow,42.49282849,42.49282849,42.49282849
2001,South_Thompson,Adams Drainage,Harbour Cr,yellow,252.6263086,252.6263086,252.6263086
2002,South_Thompson,Adams Drainage,Harbour Cr,yellow,203.489266,203.489266,203.489266
2003,South_Thompson,Adams Drainage,Harbour Cr,yellow,544,544,544
2004,South_Thompson,Adams Drainage,Harbour Cr,yellow,155,155,155
2005,South_Thompson,Adams Drainage,Harbour Cr,yellow,13,13,13
2006,South_Thompson,Adams Drainage,Harbour Cr,yellow,20,20,20
2007,South_Thompson,Adams Drainage,Harbour Cr,yellow,589,589,589
2008,South_Thompson,Adams Drainage,Harbour Cr,yellow,10,10,10
2009,South_Thompson,Adams Drainage,Harbour Cr,yellow,26,26,26
2010,South_Thompson,Adams Drainage,Harbour Cr,yellow,42,42,42
2011,South_Thompson,Adams Drainage,Harbour Cr,yellow,51,51,51
2012,South_Thompson,Adams Drainage,Harbour Cr,yellow,127.1333333,127.1333333,127.1333333
2013,South_Thompson,Adams Drainage,Harbour Cr,yellow,95.86666667,95.86666667,95.86666667
2014,South_Thompson,Adams Drainage,Harbour Cr,yellow,65.47884187,65.47884187,65.47884187
2015,South_Thompson,Adams Drainage,Harbour Cr,yellow,9,9,9
2016,South_Thompson,Adams Drainage,Harbour Cr,yellow,329.2592593,329.2592593,329.2592593
2017,South_Thompson,Adams Drainage,Harbour Cr,yellow,72.66666667,72.66666667,72.66666667
2018,South_Thompson,Adams Drainage,Harbour Cr,yellow,93.48148148,93.48148148,93.48148148
2019,South_Thompson,Adams Drainage,Harbour Cr,yellow,74,74,74
2020,South_Thompson,Adams Drainage,Harbour Cr,yellow,204.3703704,204.3703704,204.3703704
1998,South_Thompson,Adams Drainage,Hiuihill Cr,yellow,1,1,1
1999,South_Thompson,Adams Drainage,Hiuihill Cr,yellow,4,4,4
2000,South_Thompson,Adams Drainage,Hiuihill Cr,yellow,3,3,3
2001,South_Thompson,Adams Drainage,Hiuihill Cr,yellow,36,36,36
2002,South_Thompson,Adams Drainage,Hiuihill Cr,yellow,17,17,17
2003,South_Thompson,Adams Drainage,Hiuihill Cr,yellow,18,18,18
2004,South_Thompson,Adams Drainage,Hiuihill Cr,yellow,14,14,14
2005,South_Thompson,Adams Drainage,Hiuihill Cr,yellow,0,0,0
2006,South_Thompson,Adams Drainage,Hiuihill Cr,yellow,3,3,3
2007,South_Thompson,Adams Drainage,Hiuihill Cr,yellow,7,7,7
2008,South_Thompson,Adams Drainage,Hiuihill Cr,yellow,5,5,5
2009,South_Thompson,Adams Drainage,Hiuihill Cr,yellow,7,7,7
2010,South_Thompson,Adams Drainage,Hiuihill Cr,yellow,8,8,8
2011,South_Thompson,Adams Drainage,Hiuihill Cr,yellow,9,9,9
2012,South_Thompson,Adams Drainage,Hiuihill Cr,yellow,26.13333333,26.13333333,26.13333333
2013,South_Thompson,Adams Drainage,Hiuihill Cr,yellow,12.93333333,12.93333333,12.93333333
2014,South_Thompson,Adams Drainage,Hiuihill Cr,yellow,31.67593673,31.67593673,31.67593673
2015,South_Thompson,Adams Drainage,Hiuihill Cr,yellow,3.887885407,3.887885407,3.887885407
2016,South_Thompson,Adams Drainage,Hiuihill Cr,yellow,3.111111111,3.111111111,3.111111111
2017,South_Thompson,Adams Drainage,Hiuihill Cr,yellow,0,0,0
2018,South_Thompson,Adams Drainage,Hiuihill Cr,yellow,39.11111111,39.11111111,39.11111111
2019,South_Thompson,Adams Drainage,Hiuihill Cr,yellow,17.62962963,17.62962963,17.62962963
2020,South_Thompson,Adams Drainage,Hiuihill Cr,yellow,6,6,6
1998,South_Thompson,Adams Drainage,Momich R,green,115,115,115
1999,South_Thompson,Adams Drainage,Momich R,green,41,41,41
2000,South_Thompson,Adams Drainage,Momich R,green,15,15,15
2001,South_Thompson,Adams Drainage,Momich R,green,108,108,108
2002,South_Thompson,Adams Drainage,Momich R,green,30,30,30
2003,South_Thompson,Adams Drainage,Momich R,green,103,103,103
2004,South_Thompson,Adams Drainage,Momich R,green,128,128,128
2005,South_Thompson,Adams Drainage,Momich R,green,2,2,2
2006,South_Thompson,Adams Drainage,Momich R,green,55,55,55
2007,South_Thompson,Adams Drainage,Momich R,green,43,43,43
2008,South_Thompson,Adams Drainage,Momich R,green,10,10,10
2009,South_Thompson,Adams Drainage,Momich R,green,52,52,52
2010,South_Thompson,Adams Drainage,Momich R,green,21,21,21
2011,South_Thompson,Adams Drainage,Momich R,green,23,23,23
2012,South_Thompson,Adams Drainage,Momich R,green,52.4,52.4,52.4
2013,South_Thompson,Adams Drainage,Momich R,green,34.79433049,34.79433049,34.79433049
2014,South_Thompson,Adams Drainage,Momich R,green,9.057164068,9.057164068,9.057164068
2015,South_Thompson,Adams Drainage,Momich R,green,0,0,0
2016,South_Thompson,Adams Drainage,Momich R,green,13.11111111,13.11111111,13.11111111
2017,South_Thompson,Adams Drainage,Momich R,green,52.2962963,52.2962963,52.2962963
2018,South_Thompson,Adams Drainage,Momich R,green,51.85185185,51.85185185,51.85185185
2019,South_Thompson,Adams Drainage,Momich R,green,27,27,27
2020,South_Thompson,Adams Drainage,Momich R,green,40,40,40
1998,South_Thompson,Adams Drainage,Nikwikwaia Cr,yellow,3.378826104,3.378826104,3.378826104
1999,South_Thompson,Adams Drainage,Nikwikwaia Cr,yellow,2.726283586,2.726283586,2.726283586
2000,South_Thompson,Adams Drainage,Nikwikwaia Cr,yellow,1.711735418,1.711735418,1.711735418
2001,South_Thompson,Adams Drainage,Nikwikwaia Cr,yellow,10.17652661,10.17652661,10.17652661
2002,South_Thompson,Adams Drainage,Nikwikwaia Cr,yellow,1,1,1
2003,South_Thompson,Adams Drainage,Nikwikwaia Cr,yellow,3,3,3
2004,South_Thompson,Adams Drainage,Nikwikwaia Cr,yellow,12,12,12
2005,South_Thompson,Adams Drainage,Nikwikwaia Cr,yellow,2,2,2
2006,South_Thompson,Adams Drainage,Nikwikwaia Cr,yellow,10,10,10
2007,South_Thompson,Adams Drainage,Nikwikwaia Cr,yellow,0,0,0
2008,South_Thompson,Adams Drainage,Nikwikwaia Cr,yellow,3,3,3
2009,South_Thompson,Adams Drainage,Nikwikwaia Cr,yellow,2,2,2
2010,South_Thompson,Adams Drainage,Nikwikwaia Cr,yellow,8,8,8
2011,South_Thompson,Adams Drainage,Nikwikwaia Cr,yellow,7,7,7
2012,South_Thompson,Adams Drainage,Nikwikwaia Cr,yellow,18.33333333,18.33333333,18.33333333
2013,South_Thompson,Adams Drainage,Nikwikwaia Cr,yellow,8.933333333,8.933333333,8.933333333
2014,South_Thompson,Adams Drainage,Nikwikwaia Cr,yellow,2.879630612,2.879630612,2.879630612
2015,South_Thompson,Adams Drainage,Nikwikwaia Cr,yellow,3.887885407,3.887885407,3.887885407
2016,South_Thompson,Adams Drainage,Nikwikwaia Cr,yellow,8.296296296,8.296296296,8.296296296
2017,South_Thompson,Adams Drainage,Nikwikwaia Cr,yellow,19.55555556,19.55555556,19.55555556
2018,South_Thompson,Adams Drainage,Nikwikwaia Cr,yellow,9.62962963,9.62962963,9.62962963
2019,South_Thompson,Adams Drainage,Nikwikwaia Cr,yellow,5.265476448,5.265476448,5.265476448
2020,South_Thompson,Adams Drainage,Nikwikwaia Cr,yellow,18.8101189,18.8101189,18.8101189
1998,South_Thompson,Adams Drainage,Sinmax Cr,green,9,9,9
1999,South_Thompson,Adams Drainage,Sinmax Cr,green,8,8,8
2000,South_Thompson,Adams Drainage,Sinmax Cr,green,99,99,99
2001,South_Thompson,Adams Drainage,Sinmax Cr,green,54,54,54
2002,South_Thompson,Adams Drainage,Sinmax Cr,green,57,57,57
2003,South_Thompson,Adams Drainage,Sinmax Cr,green,88,88,88
2004,South_Thompson,Adams Drainage,Sinmax Cr,green,30,30,30
2005,South_Thompson,Adams Drainage,Sinmax Cr,green,23,23,23
2006,South_Thompson,Adams Drainage,Sinmax Cr,green,34,34,34
2007,South_Thompson,Adams Drainage,Sinmax Cr,green,18,18,18
2008,South_Thompson,Adams Drainage,Sinmax Cr,green,16,16,16
2009,South_Thompson,Adams Drainage,Sinmax Cr,green,83,83,83
2010,South_Thompson,Adams Drainage,Sinmax Cr,green,28,28,28
2011,South_Thompson,Adams Drainage,Sinmax Cr,green,119,119,119
2012,South_Thompson,Adams Drainage,Sinmax Cr,green,137.8666667,137.8666667,137.8666667
2013,South_Thompson,Adams Drainage,Sinmax Cr,green,27.8,27.8,27.8
2014,South_Thompson,Adams Drainage,Sinmax Cr,green,33.92724573,33.92724573,33.92724573
2015,South_Thompson,Adams Drainage,Sinmax Cr,green,36.44444444,36.44444444,36.44444444
2016,South_Thompson,Adams Drainage,Sinmax Cr,green,20.74074074,20.74074074,20.74074074
2017,South_Thompson,Adams Drainage,Sinmax Cr,green,95.55555556,95.55555556,95.55555556
2018,South_Thompson,Adams Drainage,Sinmax Cr,green,101.037037,101.037037,101.037037
2019,South_Thompson,Adams Drainage,Sinmax Cr,green,131,131,131
2020,South_Thompson,Adams Drainage,Sinmax Cr,green,125.1851852,125.1851852,125.1851852
1998,South_Thompson,Middle and Lower Shuswap Rivers,Bessette Cr,green,167,167,167
1999,South_Thompson,Middle and Lower Shuswap Rivers,Bessette Cr,green,39,39,39
2000,South_Thompson,Middle and Lower Shuswap Rivers,Bessette Cr,green,21,21,21
2001,South_Thompson,Middle and Lower Shuswap Rivers,Bessette Cr,green,48,48,48
2002,South_Thompson,Middle and Lower Shuswap Rivers,Bessette Cr,green,230,230,230
2003,South_Thompson,Middle and Lower Shuswap Rivers,Bessette Cr,green,78,78,78
2004,South_Thompson,Middle and Lower Shuswap Rivers,Bessette Cr,green,105,105,105
2005,South_Thompson,Middle and Lower Shuswap Rivers,Bessette Cr,green,15,15,15
2006,South_Thompson,Middle and Lower Shuswap Rivers,Bessette Cr,green,21,21,21
2007,South_Thompson,Middle and Lower Shuswap Rivers,Bessette Cr,green,65,65,57.71880425
2008,South_Thompson,Middle and Lower Shuswap Rivers,Bessette Cr,green,51,51,51
2009,South_Thompson,Middle and Lower Shuswap Rivers,Bessette Cr,green,46,46,46
2010,South_Thompson,Middle and Lower Shuswap Rivers,Bessette Cr,green,53,53,53
2011,South_Thompson,Middle and Lower Shuswap Rivers,Bessette Cr,green,46,46,46
2012,South_Thompson,Middle and Lower Shuswap Rivers,Bessette Cr,green,71.53333333,71.53333333,71.53333333
2013,South_Thompson,Middle and Lower Shuswap Rivers,Bessette Cr,green,97.8,97.8,97.8
2014,South_Thompson,Middle and Lower Shuswap Rivers,Bessette Cr,green,17.07498144,17.07498144,17.07498144
2015,South_Thompson,Middle and Lower Shuswap Rivers,Bessette Cr,green,12.44444444,12.44444444,12.44444444
2016,South_Thompson,Middle and Lower Shuswap Rivers,Bessette Cr,green,83.18518519,83.18518519,83.18518519
2017,South_Thompson,Middle and Lower Shuswap Rivers,Bessette Cr,green,6.074406364,6.074406364,6.074406364
2018,South_Thompson,Middle and Lower Shuswap Rivers,Bessette Cr,green,6.148148148,6.148148148,6.148148148
2019,South_Thompson,Middle and Lower Shuswap Rivers,Bessette Cr,green,21.48148148,21.48148148,21.48148148
2020,South_Thompson,Middle and Lower Shuswap Rivers,Bessette Cr,green,10.37037037,10.37037037,10.37037037
1998,South_Thompson,Middle and Lower Shuswap Rivers,Blurton Cr,green,2,2,2
1999,South_Thompson,Middle and Lower Shuswap Rivers,Blurton Cr,green,6,6,6
2000,South_Thompson,Middle and Lower Shuswap Rivers,Blurton Cr,green,0,0,0
2001,South_Thompson,Middle and Lower Shuswap Rivers,Blurton Cr,green,6,6,6
2002,South_Thompson,Middle and Lower Shuswap Rivers,Blurton Cr,green,10,10,10
2003,South_Thompson,Middle and Lower Shuswap Rivers,Blurton Cr,green,0,0,0
2004,South_Thompson,Middle and Lower Shuswap Rivers,Blurton Cr,green,6,6,6
2005,South_Thompson,Middle and Lower Shuswap Rivers,Blurton Cr,green,0,0,0
2006,South_Thompson,Middle and Lower Shuswap Rivers,Blurton Cr,green,0,0,0
2007,South_Thompson,Middle and Lower Shuswap Rivers,Blurton Cr,green,4,4,4
2008,South_Thompson,Middle and Lower Shuswap Rivers,Blurton Cr,green,8,8,8
2009,South_Thompson,Middle and Lower Shuswap Rivers,Blurton Cr,green,2,2,2
2010,South_Thompson,Middle and Lower Shuswap Rivers,Blurton Cr,green,5,5,5
2011,South_Thompson,Middle and Lower Shuswap Rivers,Blurton Cr,green,2,2,2
2012,South_Thompson,Middle and Lower Shuswap Rivers,Blurton Cr,green,7,7,7
2013,South_Thompson,Middle and Lower Shuswap Rivers,Blurton Cr,green,7,7,7
2014,South_Thompson,Middle and Lower Shuswap Rivers,Blurton Cr,green,1,1,1
1998,South_Thompson,Middle and Lower Shuswap Rivers,Creighton Cr,green,33,33,33
1999,South_Thompson,Middle and Lower Shuswap Rivers,Creighton Cr,green,22,22,22
2000,South_Thompson,Middle and Lower Shuswap Rivers,Creighton Cr,green,1,1,1
2001,South_Thompson,Middle and Lower Shuswap Rivers,Creighton Cr,green,85,85,85
2002,South_Thompson,Middle and Lower Shuswap Rivers,Creighton Cr,green,49,49,49
2003,South_Thompson,Middle and Lower Shuswap Rivers,Creighton Cr,green,24,24,24
2004,South_Thompson,Middle and Lower Shuswap Rivers,Creighton Cr,green,258,258,258
2005,South_Thompson,Middle and Lower Shuswap Rivers,Creighton Cr,green,15,15,15
2006,South_Thompson,Middle and Lower Shuswap Rivers,Creighton Cr,green,0,0,0
2007,South_Thompson,Middle and Lower Shuswap Rivers,Creighton Cr,green,57,57,49.71880425
2008,South_Thompson,Middle and Lower Shuswap Rivers,Creighton Cr,green,12,12,7.412494147
2009,South_Thompson,Middle and Lower Shuswap Rivers,Creighton Cr,green,33,33,33
2010,South_Thompson,Middle and Lower Shuswap Rivers,Creighton Cr,green,60,60,60
2011,South_Thompson,Middle and Lower Shuswap Rivers,Creighton Cr,green,48,48,48
2012,South_Thompson,Middle and Lower Shuswap Rivers,Creighton Cr,green,122.3333333,122.3333333,122.3333333
2013,South_Thompson,Middle and Lower Shuswap Rivers,Creighton Cr,green,48.66666667,48.66666667,48.66666667
2014,South_Thompson,Middle and Lower Shuswap Rivers,Creighton Cr,green,34.55556734,34.55556734,34.55556734
2015,South_Thompson,Middle and Lower Shuswap Rivers,Creighton Cr,green,15.55555556,15.55555556,15.55555556
2016,South_Thompson,Middle and Lower Shuswap Rivers,Creighton Cr,green,259.6296296,259.6296296,259.6296296
2017,South_Thompson,Middle and Lower Shuswap Rivers,Creighton Cr,green,44.66666667,44.66666667,44.66666667
2018,South_Thompson,Middle and Lower Shuswap Rivers,Creighton Cr,green,34.22222222,34.22222222,34.22222222
2019,South_Thompson,Middle and Lower Shuswap Rivers,Creighton Cr,green,194.7407407,194.7407407,194.7407407
2020,South_Thompson,Middle and Lower Shuswap Rivers,Creighton Cr,green,106.2222222,106.2222222,106.2222222
1998,South_Thompson,Middle and Lower Shuswap Rivers,Danforth Cr (Kingfisher Cr),yellow,39,39,39
1999,South_Thompson,Middle and Lower Shuswap Rivers,Danforth Cr (Kingfisher Cr),yellow,6,6,6
2000,South_Thompson,Middle and Lower Shuswap Rivers,Danforth Cr (Kingfisher Cr),yellow,12,12,12
2001,South_Thompson,Middle and Lower Shuswap Rivers,Danforth Cr (Kingfisher Cr),yellow,177,177,177
2002,South_Thompson,Middle and Lower Shuswap Rivers,Danforth Cr (Kingfisher Cr),yellow,2,2,2
2003,South_Thompson,Middle and Lower Shuswap Rivers,Danforth Cr (Kingfisher Cr),yellow,0,0,0
2004,South_Thompson,Middle and Lower Shuswap Rivers,Danforth Cr (Kingfisher Cr),yellow,51,51,51
2005,South_Thompson,Middle and Lower Shuswap Rivers,Danforth Cr (Kingfisher Cr),yellow,8,8,8
2006,South_Thompson,Middle and Lower Shuswap Rivers,Danforth Cr (Kingfisher Cr),yellow,0,0,0
2007,South_Thompson,Middle and Lower Shuswap Rivers,Danforth Cr (Kingfisher Cr),yellow,22,22,22
2008,South_Thompson,Middle and Lower Shuswap Rivers,Danforth Cr (Kingfisher Cr),yellow,120,120,120
2009,South_Thompson,Middle and Lower Shuswap Rivers,Danforth Cr (Kingfisher Cr),yellow,26,26,26
2010,South_Thompson,Middle and Lower Shuswap Rivers,Danforth Cr (Kingfisher Cr),yellow,61,61,61
2011,South_Thompson,Middle and Lower Shuswap Rivers,Danforth Cr (Kingfisher Cr),yellow,109,109,109
2012,South_Thompson,Middle and Lower Shuswap Rivers,Danforth Cr (Kingfisher Cr),yellow,15,15,15
2013,South_Thompson,Middle and Lower Shuswap Rivers,Danforth Cr (Kingfisher Cr),yellow,168,168,168
2014,South_Thompson,Middle and Lower Shuswap Rivers,Danforth Cr (Kingfisher Cr),yellow,14.39815306,14.39815306,14.39815306
2015,South_Thompson,Middle and Lower Shuswap Rivers,Danforth Cr (Kingfisher Cr),yellow,0,0,0
2016,South_Thompson,Middle and Lower Shuswap Rivers,Danforth Cr (Kingfisher Cr),yellow,168,168,168
2017,South_Thompson,Middle and Lower Shuswap Rivers,Danforth Cr (Kingfisher Cr),yellow,17.2,17.2,17.2
2018,South_Thompson,Middle and Lower Shuswap Rivers,Danforth Cr (Kingfisher Cr),yellow,37.3,37.3,37.3
2019,South_Thompson,Middle and Lower Shuswap Rivers,Danforth Cr (Kingfisher Cr),yellow,58,58,58
2020,South_Thompson,Middle and Lower Shuswap Rivers,Danforth Cr (Kingfisher Cr),yellow,66,66,66
1998,South_Thompson,Middle and Lower Shuswap Rivers,Duteau Cr,green,59,41,59
1999,South_Thompson,Middle and Lower Shuswap Rivers,Duteau Cr,green,94,54,71.38334142
2000,South_Thompson,Middle and Lower Shuswap Rivers,Duteau Cr,green,17,14,17
2001,South_Thompson,Middle and Lower Shuswap Rivers,Duteau Cr,green,172,112,4.325281357
2002,South_Thompson,Middle and Lower Shuswap Rivers,Duteau Cr,green,246,175,0
2003,South_Thompson,Middle and Lower Shuswap Rivers,Duteau Cr,green,22,19,14.32922433
2004,South_Thompson,Middle and Lower Shuswap Rivers,Duteau Cr,green,431,370,272.6405299
2005,South_Thompson,Middle and Lower Shuswap Rivers,Duteau Cr,green,251,191,131.8291871
2006,South_Thompson,Middle and Lower Shuswap Rivers,Duteau Cr,green,45,26,42.62454585
2007,South_Thompson,Middle and Lower Shuswap Rivers,Duteau Cr,green,363,363,301.9835797
2008,South_Thompson,Middle and Lower Shuswap Rivers,Duteau Cr,green,103,73,69.05245669
2009,South_Thompson,Middle and Lower Shuswap Rivers,Duteau Cr,green,158,110,0
2010,South_Thompson,Middle and Lower Shuswap Rivers,Duteau Cr,green,369,369,369
2011,South_Thompson,Middle and Lower Shuswap Rivers,Duteau Cr,green,246,193,0
2012,South_Thompson,Middle and Lower Shuswap Rivers,Duteau Cr,green,734,657,489.3380147
2013,South_Thompson,Middle and Lower Shuswap Rivers,Duteau Cr,green,362,362,362
2014,South_Thompson,Middle and Lower Shuswap Rivers,Duteau Cr,green,57,57,8.853387505
2015,South_Thompson,Middle and Lower Shuswap Rivers,Duteau Cr,green,13.25925926,13.25925926,13.25925926
2016,South_Thompson,Middle and Lower Shuswap Rivers,Duteau Cr,green,723.1111111,723.1111111,723.1111111
2017,South_Thompson,Middle and Lower Shuswap Rivers,Duteau Cr,green,165.037037,165.037037,165.037037
2018,South_Thompson,Middle and Lower Shuswap Rivers,Duteau Cr,green,222.3703704,222.3703704,222.3703704
2019,South_Thompson,Middle and Lower Shuswap Rivers,Duteau Cr,green,216.8888889,216.8888889,216.8888889
2020,South_Thompson,Middle and Lower Shuswap Rivers,Duteau Cr,green,346.4444444,346.4444444,346.4444444
